pair_id,pair,domain_id,domain,structural_score_0_4,touches_both_puzzles,shared_tags,mandatory_caveat
C01+C12,strict oscillatory-damped kernel + selector/source obstruction,D15,statistical field theory and random operators,0,False,spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D01,spectral graphs and quantum walks,1,False,graph;spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D02,lattice Green functions and inverse field reconstruction,2,True,green;spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D03,graph signal processing and wavelets,1,False,graph;spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D04,"Kron reduction, Schur complements and multigrid",0,False,graph,Exact block algebra; closure inside the strict kernel family is separately false.
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D05,Mori-Zwanzig reduction and process tensors,0,False,,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D07,stochastic thermodynamics and feedback,0,False,information,"Requires bath, temperature, energy scale and reset ledger."
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D08,information geometry and diffusion maps,0,False,information,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D09,noncommutative geometry and spectral action,1,False,spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D10,renormalization and stable fractional limits,0,False,damping,Possible universality language; the audited strict family is not Schur-closed.
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D13,"topological phases, cohomology and holonomy",0,False,phase,Correct language for orientation carriers; no automatic signed section.
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C02+C03,legacy intermediate bridge profile + positive graph Laplacian A,D15,statistical field theory and random operators,0,False,spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D01,spectral graphs and quantum walks,2,False,diffusion;dynamics;spectral;unitary,Exact at the finite operator level; not a continuum or laboratory identification.
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D02,lattice Green functions and inverse field reconstruction,1,True,green;spectral,Exact for chosen quadratic operators; interaction and physical units are extra.
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D03,graph signal processing and wavelets,0,False,spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D05,Mori-Zwanzig reduction and process tensors,0,False,dynamics,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D07,stochastic thermodynamics and feedback,0,False,information,"Requires bath, temperature, energy scale and reset ledger."
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D08,information geometry and diffusion maps,1,True,diffusion;information,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D09,noncommutative geometry and spectral action,0,False,spectral,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D10,renormalization and stable fractional limits,0,False,damping,Possible universality language; the audited strict family is not Schur-closed.
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D13,"topological phases, cohomology and holonomy",0,False,phase,Correct language for orientation carriers; no automatic signed section.
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D14,causal-operational quantum theory,0,False,dynamics,Clarifies interventions and records; does not choose a physical realization.
C02+C04,legacy intermediate bridge profile + unitary/heat dual functional calculus,D15,statistical field theory and random operators,0,False,spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C02+C05,legacy intermediate bridge profile + Green/resolvent/action reconstruction,D01,spectral graphs and quantum walks,0,False,spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C02+C05,legacy intermediate bridge profile + Green/resolvent/action reconstruction,D02,lattice Green functions and inverse field reconstruction,4,True,field;green;inverse;resolvent;spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C02+C05,legacy intermediate bridge profile + Green/resolvent/action reconstruction,D03,graph signal processing and wavelets,0,False,spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C02+C05,legacy intermediate bridge profile + Green/resolvent/action reconstruction,D04,"Kron reduction, Schur complements and multigrid",0,False,resolvent,Exact block algebra; closure inside the strict kernel family is separately false.
C02+C05,legacy intermediate bridge profile + Green/resolvent/action reconstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,resolvent,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C02+C05,legacy intermediate bridge profile + Green/resolvent/action reconstruction,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C02+C05,legacy intermediate bridge profile + Green/resolvent/action reconstruction,D07,stochastic thermodynamics and feedback,0,False,information,"Requires bath, temperature, energy scale and reset ledger."
